"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"3668","Terah","Anglicized unisex form of Hebrew Terach, meaning "delay" and "station"","unisex form","Anglicized",""delay" and "station"","Terach","meaning","male","Hebrew"
"3667","Terah","English unisex form of Hebrew Terach, meaning "delay" and "station"","unisex form","English",""delay" and "station"","Terach","meaning","female","Hebrew"
"3669","Terance","Variant spelling of English Terence, possibly meaning "rub, turn, twist"","spelling","Variant",""rub, turn, twist"","Terence","possibly meaning","male","English"
"3670","Terence","Anglicized form of Irish Gaelic Toirdhealbhach, meaning "instigator." English form of Latin Terentius, possibly meaning "rub, turn, twist"","form","Anglicized",""instigator." English form of Latin Terentius, possibly meaning "rub, turn, twist"","Gaelic Toirdhealbhach","meaning","male","Irish"
"3671","Teresa","Variant spelling of Spanish Theresa, meaning "harvester"","spelling","Variant",""harvester"","Theresa","meaning","female","Spanish"
"3672","Teri","English pet form of Spanish Teresa, meaning "harvester"","pet form","English",""harvester"","Teresa","meaning","female","Spanish"
"3673","Terrance","Anglicized form of Irish Gaelic Toirdhealbhach, meaning "instigator." Variant spelling of English Terence, possibly meaning "rub, turn, twist"","form","Anglicized",""instigator." Variant spelling of English Terence, possibly meaning "rub, turn, twist"","Gaelic Toirdhealbhach","meaning","male","Irish"
"3674","Terrell","Variant spelling of English Tyrrell, possibly meaning "Thor's ruler"","spelling","Variant",""Thor's ruler"","Tyrrell","possibly meaning","male","English"
"3675","Terrence","Anglicized form of Irish Gaelic Toirdhealbhach, meaning "instigator."Variant spelling of English Terence, possibly meaning "rub, turn, twist"","form","Anglicized",""instigator."Variant spelling of English Terence, possibly meaning "rub, turn, twist"","Gaelic Toirdhealbhach","meaning","male","Irish"
"3676","Terri","Variant spelling of English Terrie, meaning "harvester"","spelling","Variant",""harvester"","Terrie","meaning","female","English"
"3677","Terrie","English pet form of Spanish Teresa, meaning "harvester"","pet form","English",""harvester"","Teresa","meaning","female","Spanish"
"3678","Terry","Variant spelling of English Terrie, meaning "harvester"","spelling","Variant",""harvester"","Terrie","meaning","female","English"
"3679","Tess","Short form of English Tessa, meaning "harvester"","form","Short",""harvester"","Tessa","meaning","female","English"
"3680","Tessa","English pet form of Spanish Teresa, meaning "harvester"","pet form","English",""harvester"","Teresa","meaning","female","Spanish"
"3681","Tessie","English pet form of Spanish Teresa, meaning "harvester"","pet form","English",""harvester"","Teresa","meaning","female","Spanish"
"3682","Tetty","Pet form of English Elizabeth, meaning "God is my oath"","form","Pet",""God is my oath"","Elizabeth","meaning","female","English"
"3683","Thad","Short form of English Thaddeus, possibly meaning "courageous, large-hearted"","form","Short",""courageous, large-hearted"","Thaddeus","possibly meaning","male","English"
"3684","Thaddeus","Anglicized form of Latin Thaddaeus, possibly meaning "courageous, large-hearted."Irish Anglicized form of Gaelic Tadhg, meaning "poet"","form","Anglicized",""courageous, large-hearted."Irish Anglicized form of Gaelic Tadhg, meaning "poet"","Thaddaeus","possibly meaning","male","Latin"
"3685","Thadeus","Variant spelling of English Thaddeus, possibly meaning "courageous, large-hearted"","spelling","Variant",""courageous, large-hearted"","Thaddeus","possibly meaning","male","English"
"3686","Thady","Pet form of English Thaddeus, meaning "poet"","form","Pet",""poet"","Thaddeus","meaning","male","English"
"3687","Thea","Pet form of English Theodora, meaning "gift of God"","form","Pet",""gift of God"","Theodora","meaning","female","English"
"3688","Theda","Pet form of English Theodora, meaning "gift of God"","form","Pet",""gift of God"","Theodora","meaning","female","English"
"3689","Theo","Short form of English Theodore, meaning "gift of God"","form","Short",""gift of God"","Theodore","meaning","male","English"
"3690","Theodore","English form of French ThÃ©odore, meaning "gift of God"","form","English",""gift of God"","ThÃ©odore","meaning","male","French"
"3691","Theresa","Contracted form of Spanish Therasia, meaning "harvester"","form","Contracted",""harvester"","Therasia","meaning","female","Spanish"
"3692","Thom","Short form of English Thomas, meaning "twin"","form","Short",""twin"","Thomas","meaning","male","English"
"3693","Thomas","English form of Greek ThÅmas, meaning "twin." In the New Testament bible, this is the name of one of the twelve apostles. He is referred to as "Thomas, called Didymus"","form","English",""twin." In the New Testament bible, this is the name of one of the twelve apostles. He is referred to as "Thomas, called Didymus"","ThÅmas","meaning","male","Greek"
"3694","Thomasin","Abbreviated form of English Thomasina, meaning "twin"","form","Abbreviated",""twin"","Thomasina","meaning","female","English"
"3695","Thomasina","Medieval feminine form of English Thomas, meaning "twin"","feminine form","Medieval",""twin"","Thomas","meaning","female","English"
"3696","Thomasine","Feminine form of English Thomas, meaning "twin"","form","Feminine",""twin"","Thomas","meaning","female","English"
"3697","Thrud","Anglicized form of Old Norse ÃrÃºÃ°r, meaning "strength"","form","Anglicized",""strength"","Norse ÃrÃºÃ°r","meaning","female","Old"
"3698","Thutmose","Anglicized form of Egyptian Djehuty-mes, meaning "born of Djehuty (Thoth)" or "born of the ibis"","form","Anglicized",""born of Djehuty (Thoth)" or "born of the ibis"","Djehuty-mes","meaning","male","Egyptian"
"3699","Thutmosis","Anglicized form of Egyptian Djehuty-mes, meaning "born of Djehuty (Thoth)" or "born of the ibis"","form","Anglicized",""born of Djehuty (Thoth)" or "born of the ibis"","Djehuty-mes","meaning","male","Egyptian"
"3700","Thyrza","Variant spelling of English Tirzah, meaning "pleasantness"","spelling","Variant",""pleasantness"","Tirzah","meaning","female","English"
"3701","Tiana","English short form of Latin Christiana, meaning "believer" or "follower of Christ"","short form","English",""believer" or "follower of Christ"","Christiana","meaning","female","Latin"
"3702","Tianna","Variant spelling of English Tiana, meaning "believer" or "follower of Christ"","spelling","Variant",""believer" or "follower of Christ"","Tiana","meaning","female","English"
"3703","Tiarnach","Anglicized form of Irish Gaelic Tighearnach, meaning "lord"","form","Anglicized",""lord"","Gaelic Tighearnach","meaning","male","Irish"
"3704","Tiarnan","Anglicized form of Irish Gaelic TighearnÃ¡n, meaning "little lord"","form","Anglicized",""little lord"","Gaelic TighearnÃ¡n","meaning","male","Irish"
"3705","Tibby","English pet form of Greek Tabitha, meaning "gazelle"","pet form","English",""gazelle"","Tabitha","meaning","female","Greek"
"3706","Tibby","Pet form of English Theobald, meaning "people-bold"","form","Pet",""people-bold"","Theobald","meaning","male","English"
"3707","Tiernan","Anglicized form of Irish Gaelic TighearnÃ¡n, meaning "little lord"","form","Anglicized",""little lord"","Gaelic TighearnÃ¡n","meaning","male","Irish"
"3708","Tierney","Anglicized form of Irish Gaelic Tighearnach, meaning "lord"","form","Anglicized",""lord"","Gaelic Tighearnach","meaning","male","Irish"
"3709","Tiffani","Modern variant spelling of English Tiffany, meaning "manifestation of God"","variant spelling","Modern",""manifestation of God"","Tiffany","meaning","female","English"
"3710","Tiffany","Medieval English form of Greek Theophania, meaning "manifestation of God"","form","Medieval English",""manifestation of God"","Theophania","meaning","female","Greek"
"3711","Tiffiny","Modern variant spelling of English Tiffany, meaning "manifestation of God"","variant spelling","Modern",""manifestation of God"","Tiffany","meaning","female","English"
"3713","Tikva","Variant spelling of English unisex Tikvah, meaning "hope"","spelling","Variant",""hope"","unisex Tikvah","meaning","male","English"
"3712","Tikva","Variant spelling of English unisex Tikvah, meaning "hope"","spelling","Variant",""hope"","unisex Tikvah","meaning","female","English"
"3715","Tikvah","Anglicized form of Hebrew unisex Tiqvah, meaning "hope"","form","Anglicized",""hope"","unisex Tiqvah","meaning","male","Hebrew"
"3714","Tikvah","Anglicized form of Hebrew unisex Tiqvah, meaning "hope"","form","Anglicized",""hope"","unisex Tiqvah","meaning","female","Hebrew"
"3716","Tilda","Short form of English Matilda, meaning "mighty in battle"","form","Short",""mighty in battle"","Matilda","meaning","female","English"
"3717","Till","Short form of English Tilly, meaning "mighty in battle"","form","Short",""mighty in battle"","Tilly","meaning","female","English"
"3718","Tillie","Variant spelling of English Tilly, meaning "mighty in battle"","spelling","Variant",""mighty in battle"","Tilly","meaning","female","English"
"3719","Tilly","Pet form of English Matilda, meaning "mighty in battle"","form","Pet",""mighty in battle"","Matilda","meaning","female","English"
"3720","Tim","Short form of English Timothy, meaning "to honor God"","form","Short",""to honor God"","Timothy","meaning","male","English"
"3721","Timmy","Pet form of English Timothy, meaning "to honor God"","form","Pet",""to honor God"","Timothy","meaning","male","English"
"3722","Timo","Short form of English Timothy, meaning "to honor God"","form","Short",""to honor God"","Timothy","meaning","male","English"
"3723","Timothea","Feminine form of English Timothy, meaning "to honor God."Feminine form of Greek Timotheos, meaning "to honor God."Feminine form of Latin Timotheus, meaning "to honor God"","form","Feminine",""to honor God."Feminine form of Greek Timotheos, meaning "to honor God."Feminine form of Latin Timotheus, meaning "to honor God"","Timothy","meaning","female","English"
"3724","Timothy","English form of Greek Timotheos, meaning "to honor God"","form","English",""to honor God"","Timotheos","meaning","male","Greek"
"3725","Tiphanie","Variant spelling of English Tiffany, meaning "manifestation of God"","spelling","Variant",""manifestation of God"","Tiffany","meaning","female","English"
"3726","Tiras","Anglicized form of Hebrew Tiyrac, meaning "desire"","form","Anglicized",""desire"","Tiyrac","meaning","male","Hebrew"
"3727","Tirzah","Anglicized form of Hebrew Tirtsah, meaning "pleasantness"","form","Anglicized",""pleasantness"","Tirtsah","meaning","female","Hebrew"
"3728","Tisha","Short form of English Latisha, meaning "happiness"","form","Short",""happiness"","Latisha","meaning","female","English"
"3729","Titty","Pet form of English Letitia, meaning "happiness"","form","Pet",""happiness"","Letitia","meaning","female","English"
"3730","Toal","Anglicized form of Irish Gaelic Tuathal, meaning "ruler of the people"","form","Anglicized",""ruler of the people"","Gaelic Tuathal","meaning","male","Irish"
"3731","Tobiah","Anglicized form of Hebrew Towbiyah, meaning "God is good"","form","Anglicized",""God is good"","Towbiyah","meaning","male","Hebrew"
"3732","Toby","Pet form of English Tobiah and Greek Tobias, meaning "God is good"","form","Pet",""God is good"","Tobiah and Greek Tobias","meaning","male","English"
"3733","Tod","Variant spelling of English Todd, meaning "fox"","spelling","Variant",""fox"","Todd","meaning","male","English"
"3734","Tolly","Pet form of English Bartholomew, meaning "son of Talmai"","form","Pet",""son of Talmai"","Bartholomew","meaning","male","English"
"3735","Tom","Short form of English Thomas, meaning "twin"","form","Short",""twin"","Thomas","meaning","male","English"
"3736","Tommi","Variant spelling of English Tommy, meaning "twin"","spelling","Variant",""twin"","Tommy","meaning","male","English"
"3737","Tommie","Variant spelling of English Tommy, meaning "twin"","spelling","Variant",""twin"","Tommy","meaning","male","English"
"3738","Tommy","Pet form of English Thomas, meaning "twin"","form","Pet",""twin"","Thomas","meaning","male","English"
