code,title,description
853,"PENDIDIKAN TINGGI","Golongan ini mencakup kegiatan yang menyediakan pendidikan akademik, profesi atau vokasi dan pemberian gelar akademik, profesi atau vokasi. Persyaratan yang diperlukan untuk memasuki tingkat pendidikan ini paling tidak lulus sekolah menengah umum atau pendidikan menengah kejuruan yang setingkat. Pengajaran mungkin dilakukan dalam bentuk yang berbeda dan melalui berbagai cara. Termasuk juga di sini program pendidikan diploma, sarjana, magister, spesialis dan doktor. Berbagai macam program studi di tawarkan pada tingkat ini. Beberapa program studi menekankan pengajaran teori dan lainnya lebih pada pengajaran praktik. Golongan ini juga mencakup sekolah seni pertunjukkan yang memberikan pendidikan yang lebih tinggi."
8531,"PENDIDIKAN TINGGI PEMERINTAH","Subgolongan ini mencakup penyediaan pendidikan akademik, profesi atau vokasi dan pemberian gelar akademik, profesi atau vokasi yang dikelola oleh pemerintah. Persyaratan yang dibutuhkan untuk memasuki pada jenjang pendidikan ini sedikitnya lulus pendidikan sekolah menengah umum atau pendidikan sekolah menengah kejuruan yang setingkat. Pengajaran dapat dilakukan dalam berbagai bentuk, seperti fasilitas pelatihan pendidikan, lembaga pendidikan, tempat kerja atau rumah dan melalui surat menyurat, televisi, internet atau alat-alat lain.Subgolongan ini mencakup :- Pendidikan tinggi untuk program pendidikan diploma, sarjana, magister, spesialis dan doktor- Penyelenggaraan sekolah kesenian pada jenjang pendidikan tinggiBerbagai macam program studi ditawarkan pada jenjang ini. Beberapa program studi menekankan pengajaran teori dan lainnya lebih pada pengajaran praktik. Pendidikan dapat dilakukan di ruang kelas atau melalui siaran radio, televisi, internet atau surat menyurat.Subgolongan tidak mencakup :- Pendidikan untuk orang dewasa atau pendidikan kursus, yang didefinisikan pada golongan 854"
85311,"PENDIDIKAN TINGGI AKADEMIK PEMERINTAH","Kelompok ini mencakup pendidikan yang memberikan tekanan pada pembentukan keahlian akademik di sekolah tinggi/institut/universitas, untuk mengenal penelitian dalam suatu bidang ilmu pengetahuan dan teknologi yang dikelola oleh pemerintah, meliputi jenis pendidikan akademik program sarjana, program magister dan program doktor."
85312,"PENDIDIKAN TINGGI VOKASI DAN PROFESI PEMERINTAH","Kelompok ini mencakup pendidikan yang memberikan tekanan pada pembentukan keahlian profesional, yaitu keahlian yang menekankan pada ketrampilan dan penerapan suatu bidang ilmu pengetahuan dan teknologi dalam pekerjaan, meliputi jenis pendidikan vokasi program diploma satu, diploma dua, diploma tiga, dan diploma empat atau sarjana terapan, program magister terapan, program doktor terapan, serta jenis pendidikan profesi seperti program profesi dan program spesialis yang dikelola oleh pemerintah."
8532,"PENDIDIKAN TINGGI SWASTA","Subgolongan ini mencakup penyediaan pendidikan akademik, profesi atau vokasi dan pemberian gelar akademik, profesi atau vokasi yang dikelola oleh swasta. Persyaratan yang dibutuhkan untuk memasuki pada jenjang pendidikan ini sedikitnya lulus pendidikan sekolah menengah umum atau pendidikan sekolah menengah kejuruan yang setingkat. Pengajaran dapat dilakukan dalam berbagai bentuk, seperti fasilitas pelatihan pendidikan, lembaga pendidikan, tempat kerja atau rumah dan melalui surat menyurat, televisi, internet atau alat-alat lain.Subgolongan ini mencakup :- Pendidikan tinggi untuk program pendidikan diploma, sarjana, magister, spesialis dan doktor- Penyelenggaraan sekolah kesenian pada jenjang pendidikan tinggiBerbagai macam program studi ditawarkan pada jenjang ini. Beberapa program studi menekankan pengajaran teori dan lainnya lebih pada pengajaran praktik. Pendidikan dapat dilakukan di ruang kelas atau melalui siaran radio, televisi, internet atau surat menyurat.Subgolongan tidak mencakup :- Pendidikan untuk orang dewasa atau pendidikan kursus, yang didefinisikan pada golongan 854"
85321,"PENDIDIKAN TINGGI AKADEMIK SWASTA","Kelompok ini mencakup pendidikan yang memberikan tekanan pada pembentukan keahlian akademik di sekolah tinggi/institut/universitas, untuk mengenal penelitian dalam suatu bidang ilmu pengetahuan dan teknologi yang dikelola oleh swasta, meliputi jenis pendidikan akademik program sarjana, program magister dan program doktor."
85322,"PENDIDIKAN TINGGI VOKASI DAN PROFESI SWASTA","Kelompok ini mencakup pendidikan yang memberikan tekanan pada pembentukan keahlian profesional, yaitu keahlian yang menekankan pada ketrampilan dan penerapan suatu bidang ilmu pengetahuan dan teknologi dalam pekerjaan, meliputi jenis pendidikan vokasi program diploma satu, diploma dua, diploma tiga dan diploma empat atau sarjana terapan, program magister terapan, program doktor terapan serta jenis pendidikan profesi seperti program profesi dan program spesialis yang dikelola oleh swasta."
8533,"PENDIDIKAN TINGGI KEAGAMAAN","Golongan ini merupakan penyediaan jasa Pendidikan Tinggi Keagamaan yang diselenggarakan untuk mengkaji dan mengembangkan rumpun ilmu agama serta berbagai rumpun ilmu pengetahuan.Pendidikan Tinggi Keagamaan merupakan jenjang pendidikan formal setelah pendidikan menengah Yang terdiri dari Universitas, Institut dan Sekolah Tinggi yang terdiri dari program Diploma, program Sarjana dan program Magister, program Doktor, program Profesi dan program Spesialis dan menyelenggarkaan tri dharma Perguruan Tinggi (Pembelajaran, Penelitian dan Penagbdian kepada Masyarakat). Selain kelembagaan PTK kelompok ini juga memiliki program studi. Program studi adalah kesatuan kegiatan pendidikan dan pembelajaran yang memiliki kurikulum dan metose pembelajaran tertentu dalam satu jenis pendidikan akademik, pendidikan profesi, dan/atau pendidikan vokasi.Universitas Keagamaan adalah PTK yang menyelenggarakan kegiatan akademik dalam rumpun ilmu agama serta berbagai rumpun ilmu pengetahuan dan/atau teknologi dan dapat menyelenggarakan program vokasi dalam rumpun ilmu agama dan jika memenuhi syarat dapat menyelenggarakan program profesi.Institut Keagamaan adalah PTK yang menyelenggarakan kegiatan akademik dan dapat menyelenggarakan pendidikan vokasi dalam rumpun ilmu agama dan sejumlah rumpun ilmu pengetahuan dan/atau teknologi tertentu jika memenuhi syarat dapat menyelenggarakan program profesi.Sekolah Tinggi adalah PTK yang menyelenggarakan kegiatan akademik dan dapat menyelenggarakan pendidikan vokasi dalam rumpun ilmu agama dan jika memenuhi syarat dapat menyelenggarakan program profesi."
85331,"PENDIDIKAN TINGGI KEAGAMAAN PEMERINTAH","Kelompok ini merupakan satuan perguruan tinggi yang menyelenggarakan Pendidikan Tinggi Keagamaan Pemerintah yang terdiri dari Universitas, Institut dan Sekolah Tinggi. Jenjang program studi yang diselenggarakan oleh perguruan tinggi keagamaan ini adalah program Diploma, program Sarjana dan program Magister, program Doktor, program Profesi dan program Spesialis."
85332,"PENDIDIKAN TINGGI KEAGAMAAN SWASTA","Kelompok ini merupakan satuan perguruan tinggi yang menyelenggarakan Pendidikan Tinggi Keagamaan yang didirikan dan/atau diselenggarakan oleh masyarakat/swasta yang terdiri dari Universitas, Institut dan Sekolah Tinggi. Jenjang program studi yang diselenggarakan oleh perguruan tinggi keagamaan ini adalah program Diploma, program Sarjana dan program Magister, program Doktor, program Profesi dan program Spesialis."
8534,"PENDIDIKAN PESANTREN TINGGI (MA&#039;HAD ALY)","Subgolongan ini mencakup kegiatan penyediaan jasa Pendidikan Pesantren yang diselenggarakan pada jenjang pendidikan tinggi pada jalur pendidikan formal yang diselenggarakan oleh Pesantren dan berada di lingkungan Pesantren dengan mengembangkan kajian keislaman sesuai dengan kekhasan Pesantren yang berbasis Kitab Kuning secara berjenjang dan terstruktur dengan menyelenggarakan pendidikan akademik pada program sarjana, magister, dan doktor pada rumpun ilmu agama Islam tertentu sesuai ketentuan peraturan perundang-undangan.Subgolongan ini tidak mencakup pendidikan tinggi keagamaan (lihat 8533)."
85340,"PENDIDIKAN PESANTREN TINGGI (MA&#039;HAD ALY)","Kelompok ini mencakup satuan pendidikan pesantren pada jenjang pendidikan tinggi yang diselenggarakan pada jalur pendidikan formal yang diselenggarakan oleh Pesantren dan berada di lingkungan Pesantren dengan mengembangkan kajian keislaman sesuai dengan kekhasan Pesantren yang berbasis Kitab Kuning secara berjenjang dan terstruktur dengan menyelenggarakan pendidikan akademik pada program sarjana, magister, dan doktor pada rumpun ilmu agama Islam tertentu sesuai ketentuan peraturan perundang-undangan, berbentuk Ma\&#039;had Aly. Rumpun ilmu agama Islam yang dikembangkan oleh ma&#039;had Aly meliputi: Alquran dan ilmu Alquran; tafsir dan ilmu tafsir; hadis dan ilmu hadis; fikih dan ushul fikih; akidah dan filsafat Islam; tasawuf dan tarekat; ilmu falak; sejarah dan peradaban Islam; dan bahasa dan sastra Arab."
854,"PENDIDIKAN LAINNYA","Golongan ini mencakup kegiatan pendidikan dan pelatihan lanjutan untuk pendidikan umum dan kejuruan, pengajaran dapat disediakan dalam berbagai cara komunikasi. Golongan ini juga mencakup pengajaran yang menawarkan kegiatan atletik, bahasa asing, seni, drama atau musik atau ketrampilan lain atau pelatihan khusus, yang tidak setara dengan golongan pendidikan tinggi. Pendidikan olahraga dan rekreasi mencakup penyediaan pengajaran kegiatan atletik untuk sekelompok individu, seperti yang diberikan di sekolah atau perkemahan. Pengajaran yang diberikan di sini mencakup olahraga, permainan dan pengajaran guru, termasuk pengajaran yoga. Pendidikan budaya mencakup pengajaran dalam seni, drama dan musik. Pendidikan ini resminya mengelola pengajaran tetapi pengajaran semacam ini tidak menunjuk pada saat diploma profesional, sarjana muda dan sarjana penuh. Golongan ini mencakup jasa tutorial akademis, lembaga bimbingan belajar, pusat belajar perbaikan, pengajaran bahasa, kecepatan membaca dan keagamaan. Golongan ini juga mencakup pelatihan ketrampilan seperti sekolah mengemudi mobil, mengemudi pesawat terbang, pelatihan penjaga pantai, pelatihan cara bertahan hidup, pelatihan teknik berbicara atau pidato dan komputer."
8541,"PENDIDIKAN OLAHRAGA DAN REKREASI","Subgolongan ini mencakup penyediaan pengajaran dalam kegiatan keolahragaan untuk sekelompok individu, seperti dalam perkemahan dan sekolah.Subgolongan ini juga mencakup pengajaran olahraga berkemah sehari semalam. Tidak termasuk sekolah akademis, perguruan tinggi dan universitas. Pengajaran dapat dilaksanakan dalam berbagai bentuk, seperti fasilitas pelatihan pendidikan, lembaga pendidikan, tempat kerja atau rumah dan melalui surat menyurat, televisi, internet atau dengan cara lain. Pengajaran yang dilaksanakan dalam subgolongan ini diatur secara formal.Subgolongan ini mencakup :- Pengajaran olahraga (baseball, basket, cricket, sepak bola dan lain-lain) - Pengajaran olahraga dalam kegiatan berkemah- Pengajaran cheerleading- Pengajaran senam- Pengajaran berkuda, baik akademis atau sekolah- Pengajaran renang- Instruktur, guru, pelatih olahraga profesioanl- Pengajaran seni perang- Pengajaran permainan kartu (seperti bridge)- Pengajaran yogaSubgolongan ini tidak mencakup :- Pendidikan kebudayaan, lihat 8542"
85410,"JASA PENDIDIKAN OLAHRAGA DAN REKREASI","Kelompok ini mencakup penyediaan pengajaran dalam kegiatan keolahragaan untuk sekelompok individu, seperti dalam perkemahan dan sekolah.Kelompok ini juga mencakup pengajaran olahraga berkemah sehari semalam. Tidak termasuk sekolah akademis, perguruan tinggi dan universitas. Pengajaran dapat dilaksanakan dalam berbagai bentuk, seperti fasilitas pelatihan pendidikan, lembaga pendidikan, tempat kerja atau rumah dan melalui surat menyurat, televisi, internet atau dengan cara lain. Pengajaran yang dilaksanakan dalam kelompok ini diatur secara formal. Kegiatan yang tercakup pengajaran olahraga (baseball, basket, cricket, sepak bola dan lain-lain), pengajaran olahraga dalam kegiatan berkemah, pengajaran cheerleading, pengajaran senam, pengajaran berkuda, baik akademis atau sekolah, pengajaran renang, instruktur, guru, pelatih olahraga profesional, pengajaran seni perang, pengajaran permainan kartu (seperti bridge), pengajaran yoga."
8542,"PENDIDIKAN KEBUDAYAAN","Subgolongan ini mencakup pengajaran seni, drama dan musik. Kegiatan pada subgolongan ini dapat disebut dengan sekolah, studio, kelas dan lain- lain. Kegiatan ini menyediakan pengajaran yang diatur secara formal, terutama untuk hobi, rekreasi atau untuk tujuan pengembangan diri, tetapi pengajaran tersebut tidak ditujukan untuk mendapatkan ijazah profesional, sarjana muda atau gelar sarjana.Subgolongan ini mencakup :- Guru piano dan pengajaran musik lainnya- Pengajaran seni- Pengajaran dansa dan studio dansa- Sekolah drama (kecuali akademis)- Sekolah seni rupa (kecuali akademis)- Sekolah seni pertunjukan (kecuali akademis) - Sekolah fotografi (kecuali akademis)"
85420,"PENDIDIKAN KEBUDAYAAN","Kelompok ini mencakup pengajaran seni, drama dan musik. Kegiatan pada kelompok ini dapat disebut dengan sekolah, studio, kelas dan lain-lain. Kegiatan ini menyediakan pengajaran yang diatur secara formal, terutama untuk hobi, rekreasi atau untuk tujuan pengembangan diri, tetapi pengajaran tersebut tidak ditujukan untuk mendapatkan ijazah profesional, sarjana muda atau gelar sarjana.Kelompok ini mencakup kegiatan guru piano dan pengajaran musik lainnya, pengajaran seni, pengajaran dansa dan studio dansa, sekolah drama (bukan akademis), sekolah seni rupa (bukan akademis), sekolah seni pertunjukan (bukan akademis), sekolah fotografi (bukan akademis) dan lain-lain."
8543,"PENDIDIKAN LAINNYA PEMERINTAH","Subgolongan ini mencakup kegiatan pendidikan di luar sekolah yang diselenggarakan oleh Pemerintah dan umumnya bersifat kursus untuk menambah/menunjang keterampilan. Termasuk kelompok belajar usaha bagi orang dewasa."
85430,"PENDIDIKAN LAINNYA PEMERINTAH","Kelompok ini mencakup kegiatan pendidikan di luar sekolah yang diselenggarakan oleh Pemerintah dan umumnya bersifat kursus/pendidikan pelatihan untuk menambah/menunjang keterampilan/Kompetensi, seperti Kursus Pegawai Administrasi, Kursus Pegawai Administrasi Atas, Peningkatan dan Kompetensi Guru dan Tenaga Kependidikan, Balai Pelatihan Teknik, kursus kecantikan (perawatan tubuh, tata rias pengantin), kesejahteraan rumah tangga (pendidikan menjahit, memasak dan gizi), kesehatan (pendidikan PPPK, pijat, tusuk jarum/akupunktur), pendidikan terkait dengan topik ketenaganukliran dan kursus lainnya serta kelompok belajar usaha bagi orang dewasa."
8544,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN NONFORMAL","Kelompok ini mencakup Satuan Pendidikan Nonormal yang diselenggarakan atau dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing (LPA) yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan Indonesia (LPI) pada jalur nonformal yang sesuai dengan ketentuan perundang-undangan."
85440,"SATUAN PENDIDIKAN KERJASAMA PENDIDIKAN NONFORMAL","Kelompok ini mencakup Satuan Pendidikan Nonformal yang diselenggarakan dan dikelola atas dasar kerja sama antara Lembaga Pendidikan Asing (LPA) yang terakreditasi/diakui di negaranya dengan Lembaga Pendidikan Indonesia (LPI) pada jalur nonformal yang sesuai dengan ketentuan perundang-undangan."
8545,"PENDIDIKAN PESANTREN DAN PENDIDIKAN KEAGAMAAN LAINNYA","Subgolongan ini mencakup kegiatan penyediaan jasa pendidikan pesantren dan pendidikan keagamaan yang diselenggarakan pada jalur pendidikan nonformal secara berjenjang maupun tidak berjenjang.Subgolongan ini tidak mencakup pendidikan pesantren dan pendidikan keagamaan yang diselenggarakan pada jalur pendidikan formal dan tidak mencakup pendidikan pesantren yang lulusannya diakui sama pendidikan formal sederajat setelah dinyatakan lulus ujian."
85451,"PENDIDIKAN PESANTREN LAINNYA","Kelompok ini mencakup satuan pendidikan pesantren yang diselenggarakan pada jalur pendidikan nonformal secara berjenjang maupun tidak berjenjang selain yang termasuk dalam kelompok pada subgolongan 8515, 8526, dan 8534, termasuk juga Pesantren Takhassus Al-Qur\&#039;an dan Pesantren Takhassus Lainnya."
85452,"PENDIDIKAN KEAGAMAAN ISLAM NON FORMAL","Kelompok ini mencakup satuan pendidikan keagamaan Islam yang diselenggarakan pada jalur pendidikan nonformal secara berjenjang maupun tidak berjenjang. Yang termasuk dalam kelompok ini: pendidikan madrasah diniyah takmiliyah jenjang ula, jenjang wustha, jenjang ulya, dan jenjang jami\&#039;ah; pendidikan al-Qur\&#039;an selain yang termasuk dalam kelompok 85151, meliputi Taman Kanak-Kanak Al-Qur\&#039;an (TKQ), Taman Pendidikan Al-Qur\&#039;an (TPA), Taklimul Qur\&#039;an Lil\&#039;aulad (TQA) dan Rumah Tahfidz Al-Qur\&#039;an."
85459,"PENDIDIKAN KEAGAMAAN LAINNYA YTDL","Kelompok ini mencakup satuan pendidikan keagamaan lainnya selain pendidikan keagamaan Islam (lihat 85451) yang diselenggarakan pada jalur pendidikan nonformal secara berjenjang maupun tidak berjenjang."
8549,"PENDIDIKAN LAINNYA YTDL","Subgolongan ini mencakup penyediaan pengajaran dan pelatihan khusus, semacam kursus umumnya untuk orang dewasa dan tidak dapat disamakan dengan pendidikan pada golongan 851-853.Subgolongan ini tidak mencakup sekolah akademis, perguruan tinggi dan universitas. Pengajaran dapat dilaksanakan dalam berbagai bentuk, seperti fasilitaspelatihan pendidikan, lembaga pendidikan, tempat kerja, dalam kelas atau rumah dan melalui surat menyurat, radio, televisi, internet atau dengan cara lain. Pengajaran ini tidak ditujukan untuk mendapatkan ijazah sekolah, sarjana muda atau gelar sarjana.Subgolongan ini mencakup :- Pendidikan yang tidak berjenjang- Jasa pengajar privat akademis- Persiapan penerimaan perguruan tinggi- Pusat pembelajaran yang menawarkan kursus remedial (perbaikan) - Kursus untuk meninjau ujian profesional- Pengajaran bahasa dan pengajaran keahlian percakapan- Pengajaran membaca cepat- Pengajaran Agama- Sekolah mengemudi kendaraan bermotor- Sekolah terbang- Pelatihan penjaga keselamatan- Pelatihan bertahan hidup- Pelatihan berbicara di depan umum- Pelatihan komputerSubgolongan ini tidak mencakup :- Program gerakan pemberantasan buta huruf untuk orang dewasa, lihat 8511, 8512- Pendidikan menengah umum, lihat 8521, 8522, 8523, 8524- Satuan Pendidikan Kerjasama Pendidikan Menengah, lihat 8525- Pendidikan tinggi, lihat 8531, 8532- Pendidikan kebudayaan, lihat 8542"
